National_Dex,Pokemon,Form,RGBY,FrLg,GSC,RSE,DPPt,HgSs,BW,B2W2,XY,OrAs,SM,UsUm,PE,SwSh,BdSp,LA,SV,ZA
716,Xerneas,,[],[],[],[],[],[],[],[],['X'],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",['Ultra Sun'],[],['Sword'],[],[],[],['Legends ZA']
717,Yveltal,,[],[],[],[],[],[],[],[],['Y'],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
718,Zygarde,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
719,Diancie,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
720,Hoopa,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
721,Volcanion,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
722,Rowlet,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
723,Dartrix,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
724,Decidueye,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
724,Decidueye,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
725,Litten,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
726,Torracat,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
727,Incineroar,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
728,Popplio,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
729,Brionne,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
730,Primarina,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
731,Pikipek,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
732,Trumbeak,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
733,Toucannon,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
734,Yungoos,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
735,Gumshoos,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
736,Grubbin,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
737,Charjabug,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
738,Vikavolt,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
739,Crabrawler,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
740,Crabominable,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
741,Oricorio,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],[],[]
741,Oricorio,Baile Style,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
741,Oricorio,Pa'u Style,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
741,Oricorio,Pom-Pom Style,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
741,Oricorio,Sensu Style,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
742,Cutiefly,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
743,Ribombee,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
744,Rockruff,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
745,Lycanroc,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],[],[]
745,Lycanroc,Dusk Form,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
745,Lycanroc,Midday Form,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
745,Lycanroc,Midnight Form,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
746,Wishiwashi,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
747,Mareanie,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
748,Toxapex,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
749,Mudbray,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
750,Mudsdale,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
751,Dewpider,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
752,Araquanid,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
753,Fomantis,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
754,Lurantis,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
755,Morelull,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
756,Shiinotic,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
757,Salandit,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
758,Salazzle,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
759,Stufful,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
760,Bewear,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
761,Bounsweet,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
762,Steenee,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
763,Tsareena,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
764,Comfey,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
765,Oranguru,,[],[],[],[],[],[],[],[],[],[],['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],['Scarlet'],[]
766,Passimian,,[],[],[],[],[],[],[],[],[],[],['Sun'],['Ultra Sun'],[],"['Sword', 'Shield']",[],[],['Violet'],[]
767,Wimpod,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
768,Golisopod,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
769,Sandygast,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
770,Palossand,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
771,Pyukumuku,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
772,Type: Null,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
773,Silvally,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
774,Minior,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
775,Komala,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
776,Turtonator,,[],[],[],[],[],[],[],[],[],[],['Sun'],['Ultra Sun'],[],['Sword'],[],[],[],[]
777,Togedemaru,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
778,Mimikyu,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
779,Bruxish,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
780,Drampa,,[],[],[],[],[],[],[],[],[],[],['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
781,Dhelmise,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
782,Jangmo-o,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],['Sword'],[],[],"['Scarlet', 'Violet']",[]
783,Hakamo-o,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],['Sword'],[],[],"['Scarlet', 'Violet']",[]
784,Kommo-o,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],['Sword'],[],[],"['Scarlet', 'Violet']",[]
785,Tapu Koko,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
786,Tapu Lele,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
787,Tapu Bulu,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
788,Tapu Fini,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
789,Cosmog,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
790,Cosmoem,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
791,Solgaleo,,[],[],[],[],[],[],[],[],[],[],['Sun'],['Ultra Sun'],[],['Sword'],[],[],['Scarlet'],[]
792,Lunala,,[],[],[],[],[],[],[],[],[],[],['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],['Violet'],[]
793,Nihilego,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
794,Buzzwole,,[],[],[],[],[],[],[],[],[],[],['Sun'],['Ultra Sun'],[],"['Sword', 'Shield']",[],[],[],[]
795,Pheromosa,,[],[],[],[],[],[],[],[],[],[],['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],[],[]
796,Xurkitree,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
797,Celesteela,,[],[],[],[],[],[],[],[],[],[],['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],[],[]
798,Kartana,,[],[],[],[],[],[],[],[],[],[],['Sun'],['Ultra Sun'],[],"['Sword', 'Shield']",[],[],[],[]
799,Guzzlord,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
800,Necrozma,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
800,Necrozma,Dawn Wings,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
800,Necrozma,Dusk Mane,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
801,Magearna,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
802,Marshadow,,[],[],[],[],[],[],[],[],[],[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
803,Poipole,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
804,Naganadel,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
805,Stakataka,,[],[],[],[],[],[],[],[],[],[],[],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],[],[]
806,Blacephalon,,[],[],[],[],[],[],[],[],[],[],[],['Ultra Sun'],[],"['Sword', 'Shield']",[],[],[],[]
807,Zeraora,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
808,Meltan,,[],[],[],[],[],[],[],[],[],[],[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']",[],[],[],['Legends ZA']
809,Melmetal,,[],[],[],[],[],[],[],[],[],[],[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']",[],[],[],['Legends ZA']
810,Grookey,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
811,Thwackey,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
812,Rillaboom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
813,Scorbunny,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
814,Raboot,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
815,Cinderace,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
816,Sobble,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
817,Drizzile,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
818,Inteleon,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
819,Skwovet,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
820,Greedent,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
821,Rookidee,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
822,Corvisquire,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
823,Corviknight,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
824,Blipbug,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
825,Dottler,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
826,Orbeetle,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
827,Nickit,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
828,Thievul,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
829,Gossifleur,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
830,Eldegoss,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
831,Wooloo,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
832,Dubwool,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
833,Chewtle,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
834,Drednaw,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
835,Yamper,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
836,Boltund,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
837,Rolycoly,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
838,Carkol,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
839,Coalossal,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
840,Applin,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
841,Flapple,,[],[],[],[],[],[],[],[],[],[],[],[],[],['Sword'],[],[],"['Scarlet', 'Violet']",[]
842,Appletun,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
843,Silicobra,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
844,Sandaconda,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
845,Cramorant,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Scarlet'],[]
846,Arrokuda,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
847,Barraskewda,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
848,Toxel,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
849,Toxtricity,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
849,Toxtricity,Amped Form,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
849,Toxtricity,Low Key Form,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
850,Sizzlipede,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
851,Centiskorch,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
852,Clobbopus,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
853,Grapploct,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
854,Sinistea,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
855,Polteageist,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
856,Hatenna,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
857,Hattrem,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
858,Hatterene,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
859,Impidimp,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
860,Morgrem,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
861,Grimmsnarl,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
862,Obstagoon,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
863,Perrserker,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
864,Cursola,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
865,Sirfetch'd,,[],[],[],[],[],[],[],[],[],[],[],[],[],['Sword'],[],[],[],['Legends ZA']
866,Mr. Rime,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends ZA']
867,Runerigus,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
868,Milcery,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
869,Alcremie,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
870,Falinks,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
871,Pincurchin,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
872,Snom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
873,Frosmoth,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
874,Stonjourner,,[],[],[],[],[],[],[],[],[],[],[],[],[],['Sword'],[],[],['Scarlet'],[]
875,Eiscue,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Violet'],[]
876,Indeedee,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
876,Indeedee,Male,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
877,Morpeko,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Violet'],['Legends ZA']
878,Cufant,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
879,Copperajah,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
880,Dracozolt,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
881,Arctozolt,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
882,Dracovish,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
883,Arctovish,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
884,Duraludon,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
885,Dreepy,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Violet'],[]
886,Drakloak,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Violet'],[]
886,Mr. Rime,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Violet'],[]
887,Dragapult,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],['Violet'],[]
888,Zacian,,[],[],[],[],[],[],[],[],[],[],[],[],[],['Sword'],[],[],"['Scarlet', 'Violet']",[]
889,Zamazenta,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
890,Eternatus,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
891,Kubfu,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
892,Urshifu,Rapid-Strike Style,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
892,Urshifu,Single-Strike Style,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
893,Zarude,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
894,Regieleki,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
